916	180	247	776	84	776	20	352	407	751	
511	953	999	58	523	680	910	735	821	702	
644	148	3	335	960	981	359	60	905	313	
823	843	949	164	455	956	89	953	504	560	
418	302	282	110	772	997	984	462	753	359	
659	873	340	724	498	192	286	25	472	860	
105	425	559	46	564	975	60	521	894	642	
874	517	102	610	364	884	730	723	677	930	
310	975	114	329	80	553	603	418	442	687	
493	51	887	767	211	517	170	814	583	725	
155	676	59	94	339	460	525	933	330	899	
107	301	127	911	322	84	8	786	54	766	
522	30	421	896	883	171	940	503	910	904	
543	42	344	759	299	461	209	963	694	664	
844	62	553	624	482	54	348	372	923	215	
363	354	663	912	880	411	541	647	145	852	
434	261	852	695	52	538	144	153	599	720	
493	397	432	155	375	313	856	780	951	568	
979	810	123	136	969	442	727	756	965	840	
379	12	892	159	582	819	993	533	228	770	
367	355	477	436	141	531	710	82	305	258	
819	103	982	641	701	358	280	294	208	379	
378	40	665	727	638	660	270	304	533	673	
190	280	335	515	587	301	373	182	541	473	
780	448	569	555	557	492	313	174	708	92	
270	872	125	943	875	109	294	852	612	949	
857	294	518	948	600	640	1	192	878	739	
